Stimulus_Number,Filename
231,1003_ITS_ANG_XX
1130,1014_WSI_NEU_XX
5233,1065_IEO_HAP_HI
5136,1063_TSI_NEU_XX
1473,1019_IEO_ANG_HI
7112,1087_WSI_ANG_XX
3723,1046_IWL_DIS_XX
7307,1090_IWW_NEU_XX
4911,1061_IEO_ANG_HI
6070,1075_TIE_FEA_XX
3752,1046_WSI_FEA_XX
5764,1071_MTI_SAD_XX
4098,1051_TIE_NEU_XX
4518,1056_IOM_FEA_XX
1247,1016_IWW_HAP_XX
4462,1055_ITH_NEU_XX
3874,1048_TAI_FEA_XX
2470,1031_IWW_NEU_XX
5622,1069_ITS_NEU_XX
6079,1075_IWW_HAP_XX
19,1001_TIE_SAD_XX
2917,1036_ITS_HAP_XX
6214,1077_IEO_HAP_LO
3773,1047_TIE_ANG_XX
7221,1089_IOM_SAD_XX
5076,1063_IEO_FEA_LO
544,1007_ITH_NEU_XX
3098,1039_IEO_NEU_XX
7285,1090_IEO_SAD_HI
6170,1076_TAI_FEA_XX
613,1008_TAI_DIS_XX
6160,1076_IWW_NEU_XX
5228,1064_WSI_FEA_XX
3402,1042_DFA_NEU_XX
76,1001_TSI_DIS_XX
7269,1089_TSI_SAD_XX
2640,1033_TAI_NEU_XX
2629,1033_IOM_HAP_XX
397,1005_ITS_DIS_XX
5387,1066_TSI_DIS_XX
6534,1080_TSI_DIS_XX
5887,1073_IEO_HAP_LO
6006,1074_TAI_FEA_XX
3241,1040_DFA_ANG_XX
5540,1068_ITS_NEU_XX
4040,1050_MTI_NEU_XX
1886,1024_TIE_SAD_XX
728,1010_IEO_HAP_MD
1627,1021_IEO_SAD_MD
3812,1047_DFA_NEU_XX
5696,1070_ITH_FEA_XX
6839,1084_ITH_NEU_XX
3585,1044_WSI_HAP_XX
3389,1042_MTI_DIS_XX
4433,1055_IOM_HAP_XX
6158,1076_IOM_FEA_XX
6031,1074_DFA_DIS_XX
5236,1065_IEO_SAD_HI
3700,1046_IWW_NEU_XX
382,1005_ITH_SAD_XX
1507,1019_MTI_ANG_XX
3346,1042_IEO_HAP_MD
7310,1090_IWW_ANG_XX
1235,1016_TIE_HAP_XX
2661,1033_ITH_ANG_XX
7080,1087_IWL_HAP_XX
1432,1018_IWL_FEA_XX
6489,1080_IWW_SAD_XX
1740,1022_TAI_SAD_XX
987,1013_IEO_DIS_HI
4982,1061_WSI_FEA_XX
2557,1032_IWW_DIS_XX
1940,1024_TSI_SAD_XX
427,1006_TIE_HAP_XX
4366,1054_TAI_FEA_XX
7142,1088_IOM_DIS_XX
6314,1078_TIE_ANG_XX
3613,1045_IOM_HAP_XX
6185,1076_ITH_HAP_XX
1766,1022_DFA_FEA_XX
2868,1036_TIE_NEU_XX
69,1001_ITS_FEA_XX
6948,1085_WSI_ANG_XX
3840,1048_IEO_SAD_LO
6249,1077_TAI_SAD_XX
5961,1073_TSI_DIS_XX
3452,1043_IOM_FEA_XX
849,1011_MTI_HAP_XX
4610,1057_TAI_SAD_XX
1534,1019_WSI_NEU_XX
6957,1086_IEO_SAD_HI
4103,1051_TIE_DIS_XX
2145,1027_IWW_ANG_XX
179,1003_IEO_DIS_HI
3174,1039_WSI_NEU_XX
6781,1083_WSI_NEU_XX
315,1004_ITS_DIS_XX
7339,1090_DFA_SAD_XX
3072,1038_ITH_FEA_XX
4280,1053_TAI_NEU_XX
6276,1077_DFA_DIS_XX
6255,1077_MTI_SAD_XX
1690,1021_ITS_FEA_XX
5289,1065_DFA_HAP_XX
4445,1055_TAI_HAP_XX
4659,1058_IEO_HAP_HI
5356,1066_MTI_FEA_XX
6599,1081_DFA_NEU_XX
5901,1073_IEO_DIS_HI
1160,1015_IOM_SAD_XX
4023,1050_IOM_HAP_XX
1630,1021_IEO_ANG_MD
2222,1028_IOM_FEA_XX
6337,1078_MTI_SAD_XX
3408,1042_ITS_NEU_XX
581,1008_IEO_ANG_LO
868,1011_DFA_SAD_XX
3240,1040_DFA_SAD_XX
4390,1054_DFA_FEA_XX
2403,1030_MTI_ANG_XX
5547,1068_TSI_HAP_XX
5896,1073_IEO_FEA_LO
2747,1034_DFA_HAP_XX
3253,1040_TSI_ANG_XX
5275,1065_MTI_DIS_XX
2626,1033_TIE_FEA_XX
2317,1029_TAI_DIS_XX
706,1009_DFA_FEA_XX
3815,1047_DFA_ANG_XX
4421,1055_IEO_FEA_MD
3466,1043_MTI_NEU_XX
1712,1022_IEO_ANG_MD
6956,1086_IEO_SAD_MD
7407,1091_IWL_NEU_XX
2793,1035_IOM_HAP_XX
3187,1040_IEO_ANG_LO
2821,1035_IWL_DIS_XX
4096,1051_IEO_DIS_MD
5720,1070_WSI_FEA_XX
3154,1039_ITH_FEA_XX
6741,1083_TAI_SAD_XX
5674,1070_TAI_NEU_XX
6463,1080_IEO_SAD_LO
1991,1025_MTI_HAP_XX
1166,1015_IWW_SAD_XX
1336,1017_TAI_SAD_XX
2933,1036_WSI_DIS_XX
3633,1045_MTI_ANG_XX
2379,1030_TIE_ANG_XX
7312,1090_IWW_DIS_XX
6071,1075_TIE_DIS_XX
454,1006_MTI_FEA_XX
4697,1058_MTI_HAP_XX
4110,1051_IWW_NEU_XX
4995,1062_IEO_FEA_MD
2905,1036_ITH_HAP_XX
6050,1075_IEO_NEU_XX
1697,1021_TSI_DIS_XX
593,1008_TIE_ANG_XX
4186,1052_IOM_NEU_XX
598,1008_IOM_SAD_XX
777,1010_IWL_DIS_XX
1065,1014_IEO_FEA_MD
2826,1035_ITH_FEA_XX
5780,1071_DFA_NEU_XX
693,1009_IWL_ANG_XX
2673,1033_ITS_ANG_XX
6817,1084_IWW_SAD_XX
5111,1063_MTI_DIS_XX
456,1006_IWL_NEU_XX
2829,1035_DFA_HAP_XX
6739,1083_TAI_NEU_XX
5710,1070_TSI_NEU_XX
4327,1053_WSI_DIS_XX
2573,1032_IWL_ANG_XX
6373,1078_WSI_SAD_XX
3583,1044_TSI_DIS_XX
469,1006_DFA_HAP_XX
4910,1061_IEO_ANG_MD
5206,1064_DFA_NEU_XX
6092,1075_MTI_SAD_XX
5816,1072_IEO_FEA_HI
4377,1054_IWL_ANG_XX
7103,1087_TSI_NEU_XX
5592,1069_TAI_NEU_XX
4992,1062_IEO_ANG_MD
384,1005_ITH_FEA_XX
2624,1033_TIE_SAD_XX
1643,1021_TIE_DIS_XX
2576,1032_ITH_NEU_XX
4721,1058_ITS_HAP_XX
5252,1065_IOM_NEU_XX
402,1005_TSI_FEA_XX
4313,1053_ITS_ANG_XX
6621,1081_WSI_FEA_XX
5610,1069_ITH_NEU_XX
2003,1025_ITH_HAP_XX
5997,1074_IWW_HAP_XX
1808,1023_IOM_NEU_XX
4965,1061_DFA_DIS_XX
435,1006_IOM_ANG_XX
6568,1081_IOM_DIS_XX
1840,1023_ITH_SAD_XX
3663,1045_TSI_ANG_XX
5143,1063_WSI_HAP_XX
6698,1082_TSI_DIS_XX
7293,1090_IEO_DIS_MD
3541,1044_IWW_DIS_XX
7143,1088_IWW_NEU_XX
1139,1015_IEO_HAP_HI
7116,1088_IEO_HAP_LO
6543,1081_IEO_HAP_MD
2595,1032_TSI_HAP_XX
2835,1035_ITS_HAP_XX
4052,1050_ITH_NEU_XX
5986,1074_TIE_SAD_XX
715,1009_TSI_HAP_XX
4452,1055_MTI_SAD_XX
164,1003_IEO_NEU_XX
3338,1041_WSI_NEU_XX
6318,1078_IOM_HAP_XX
4144,1051_DFA_FEA_XX
1939,1024_TSI_HAP_XX
6608,1081_ITS_ANG_XX
7288,1090_IEO_ANG_HI
3209,1040_IWW_HAP_XX
853,1011_MTI_DIS_XX
5772,1071_IWL_FEA_XX
6154,1076_IOM_NEU_XX
3048,1038_IWW_FEA_XX
3603,1045_IEO_DIS_LO
2049,1026_TIE_HAP_XX
109,1002_IOM_DIS_XX
5386,1066_TSI_FEA_XX
4667,1058_IEO_FEA_MD
4137,1051_ITH_ANG_XX
1544,1020_IEO_SAD_LO
3808,1047_ITH_SAD_XX
5170,1064_IOM_NEU_XX
6245,1077_IWW_FEA_XX
521,1007_IWW_HAP_XX
1149,1015_IEO_DIS_LO
878,1011_TSI_NEU_XX
3721,1046_IWL_ANG_XX
4712,1058_ITH_FEA_XX
5860,1072_ITH_FEA_XX
7281,1090_IEO_HAP_MD
3308,1041_IWL_NEU_XX
2912,1036_DFA_SAD_XX
3551,1044_MTI_ANG_XX
1185,1015_IWL_ANG_XX
2142,1027_IWW_NEU_XX
4780,1059_MTI_SAD_XX
7242,1089_MTI_DIS_XX
5486,1068_IEO_FEA_LO
770,1010_MTI_FEA_XX
4139,1051_ITH_DIS_XX
4731,1058_TSI_DIS_XX
5305,1065_TSI_DIS_XX
5984,1074_TIE_NEU_XX
6882,1085_IEO_DIS_LO
237,1003_TSI_ANG_XX
3642,1045_ITH_NEU_XX
1274,1016_ITH_FEA_XX
5571,1069_IEO_DIS_LO
5329,1066_TIE_HAP_XX
6966,1086_IEO_DIS_HI
2527,1032_IEO_HAP_HI
6248,1077_TAI_HAP_XX
5345,1066_IWW_DIS_XX
5644,1070_IEO_SAD_LO
6137,1076_IEO_SAD_MD
447,1006_TAI_ANG_XX
1565,1020_IOM_ANG_XX
1653,1021_IWW_ANG_XX
2136,1027_IOM_NEU_XX
1481,1019_TIE_HAP_XX
253,1004_IEO_ANG_LO
6660,1082_TAI_ANG_XX
5664,1070_IOM_SAD_XX
541,1007_IWL_ANG_XX
5274,1065_MTI_FEA_XX
2570,1032_IWL_NEU_XX
2525,1032_IEO_HAP_LO
799,1010_TSI_ANG_XX
4335,1054_IEO_ANG_LO
7134,1088_TIE_ANG_XX
2245,1028_IWL_ANG_XX
1582,1020_MTI_SAD_XX
2850,1035_WSI_FEA_XX
1588,1020_IWL_SAD_XX
3877,1048_MTI_HAP_XX
1429,1018_IWL_HAP_XX
4896,1060_WSI_NEU_XX
549,1007_ITH_DIS_XX
5683,1070_MTI_ANG_XX
745,1010_TIE_ANG_XX
7098,1087_ITS_HAP_XX
1698,1021_WSI_NEU_XX
5785,1071_DFA_DIS_XX
5996,1074_IWW_NEU_XX
1350,1017_IWL_FEA_XX
3666,1045_WSI_NEU_XX
4169,1052_IEO_SAD_MD
5397,1067_IEO_HAP_HI
1489,1019_IOM_ANG_XX
1764,1022_DFA_SAD_XX
1097,1014_MTI_ANG_XX
2820,1035_IWL_FEA_XX
696,1009_ITH_NEU_XX
6013,1074_MTI_DIS_XX
5858,1072_ITH_SAD_XX
2890,1036_TAI_FEA_XX
1543,1020_IEO_HAP_HI
6377,1079_IEO_NEU_XX
2156,1027_MTI_SAD_XX
5873,1072_ITS_DIS_XX
4664,1058_IEO_ANG_MD
3068,1038_ITH_NEU_XX
1188,1015_ITH_NEU_XX
3303,1041_MTI_HAP_XX
2784,1035_IEO_DIS_MD
5549,1068_TSI_ANG_XX
2076,1026_MTI_FEA_XX
3494,1043_ITS_FEA_XX
3800,1047_IWL_NEU_XX
638,1008_ITS_NEU_XX
6731,1083_IOM_FEA_XX
5124,1063_DFA_NEU_XX
3906,1048_TSI_NEU_XX
7070,1087_TAI_ANG_XX
284,1004_TAI_FEA_XX
988,1013_TIE_NEU_XX
3845,1048_IEO_ANG_HI
6646,1082_IOM_HAP_XX
119,1002_TAI_ANG_XX
3111,1039_IEO_DIS_LO
6093,1075_MTI_ANG_XX
4934,1061_IWW_FEA_XX
6850,1084_DFA_DIS_XX
3985,1049_ITS_ANG_XX
3139,1039_MTI_HAP_XX
6212,1076_WSI_DIS_XX
527,1007_TAI_HAP_XX
1402,1018_TIE_FEA_XX
1777,1022_TSI_ANG_XX
5811,1072_IEO_ANG_LO
4145,1051_DFA_DIS_XX
2489,1031_IWL_HAP_XX
4887,1060_ITS_ANG_XX
305,1004_DFA_HAP_XX
220,1003_ITH_FEA_XX
89,1002_IEO_SAD_HI
670,1009_TIE_FEA_XX
7093,1087_DFA_SAD_XX
4165,1052_IEO_HAP_LO
5531,1068_ITH_ANG_XX
3403,1042_DFA_HAP_XX
1955,1025_IEO_SAD_MD
1150,1015_IEO_DIS_MD
1195,1015_DFA_HAP_XX
5200,1064_ITH_NEU_XX
6207,1076_WSI_NEU_XX
1413,1018_IWW_ANG_XX
3081,1038_ITS_HAP_XX
1121,1014_ITS_ANG_XX
5802,1071_WSI_FEA_XX
3077,1038_DFA_ANG_XX
3738,1046_ITS_SAD_XX
5647,1070_IEO_ANG_LO
2726,1034_TAI_FEA_XX
4259,1053_IEO_DIS_LO
2059,1026_IOM_DIS_XX
5857,1072_ITH_HAP_XX
3190,1040_IEO_FEA_LO
157,1002_TSI_DIS_XX
6641,1082_TIE_SAD_XX
5495,1068_TIE_ANG_XX
898,1012_IEO_ANG_MD
3059,1038_MTI_ANG_XX
3893,1048_ITH_DIS_XX
1732,1022_IWW_NEU_XX
6321,1078_IOM_FEA_XX
6343,1078_IWL_SAD_XX
7133,1088_TIE_SAD_XX
4458,1055_IWL_SAD_XX
1714,1022_IEO_FEA_LO
5698,1070_DFA_NEU_XX
2863,1036_IEO_FEA_MD
2651,1033_MTI_DIS_XX
1198,1015_DFA_FEA_XX
6909,1085_MTI_NEU_XX
5747,1071_IOM_ANG_XX
2984,1037_IWL_FEA_XX
609,1008_TAI_HAP_XX
4641,1057_ITS_ANG_XX
2574,1032_IWL_FEA_XX
2866,1036_IEO_DIS_MD
449,1006_TAI_DIS_XX
1404,1018_IOM_NEU_XX
3514,1044_IEO_SAD_HI
3536,1044_IWW_NEU_XX
3696,1046_IOM_SAD_XX
1765,1022_DFA_ANG_XX
6797,1084_IEO_FEA_LO
6832,1084_MTI_DIS_XX
4234,1052_TSI_NEU_XX
841,1011_IWW_DIS_XX
3223,1040_MTI_ANG_XX
3420,1042_WSI_NEU_XX
5133,1063_ITS_ANG_XX
6292,1077_WSI_ANG_XX
2749,1034_DFA_ANG_XX
7141,1088_IOM_FEA_XX
4626,1057_ITH_NEU_XX
3359,1042_IEO_DIS_HI
2492,1031_IWL_FEA_XX
4889,1060_ITS_DIS_XX
5094,1063_IWW_NEU_XX
2856,1036_IEO_SAD_LO
2025,1025_TSI_DIS_XX
3544,1044_TAI_SAD_XX
6224,1077_IEO_FEA_MD
5765,1071_MTI_ANG_XX
5485,1068_IEO_ANG_HI
48,1001_IWL_HAP_XX
6412,1079_TAI_HAP_XX
5590,1069_IWW_FEA_XX
899,1012_IEO_ANG_HI
7015,1086_ITS_NEU_XX
1228,1016_IEO_FEA_LO
4543,1056_IWL_DIS_XX
432,1006_IOM_NEU_XX
1417,1018_TAI_HAP_XX
3979,1049_DFA_ANG_XX
3661,1045_TSI_HAP_XX
5095,1063_IWW_HAP_XX
2565,1032_MTI_HAP_XX
5377,1066_ITS_HAP_XX
5062,1062_WSI_SAD_XX
2861,1036_IEO_ANG_HI
1671,1021_IWL_ANG_XX
4399,1054_TSI_HAP_XX
7319,1090_MTI_NEU_XX
7268,1089_TSI_HAP_XX
3684,1046_IEO_FEA_HI
3907,1048_TSI_HAP_XX
7264,1089_ITS_ANG_XX
4793,1059_ITH_ANG_XX
6865,1084_WSI_SAD_XX
833,1011_IOM_ANG_XX
4963,1061_DFA_ANG_XX
6036,1074_ITS_FEA_XX
6874,1085_IEO_SAD_MD
732,1010_IEO_SAD_HI
3283,1041_TIE_DIS_XX
6590,1081_IWL_ANG_XX
4678,1058_IOM_NEU_XX
6406,1079_IWW_HAP_XX
720,1009_WSI_NEU_XX
6783,1083_WSI_SAD_XX
7117,1088_IEO_HAP_MD
4358,1054_IWW_SAD_XX
7050,1087_TIE_HAP_XX
5793,1071_TSI_HAP_XX
3025,1038_IEO_ANG_HI
806,1010_WSI_FEA_XX
4183,1052_TIE_ANG_XX
5972,1074_IEO_SAD_LO
6303,1078_IEO_ANG_MD
6087,1075_TAI_ANG_XX
2350,1029_TSI_SAD_XX
5296,1065_ITS_SAD_XX
2315,1029_TAI_ANG_XX
1720,1022_TIE_NEU_XX
1128,1014_TSI_FEA_XX
4339,1054_IEO_FEA_MD
6634,1082_IEO_FEA_MD
7123,1088_IEO_ANG_MD
5400,1067_IEO_SAD_HI
1471,1019_IEO_ANG_LO
5246,1065_TIE_NEU_XX
2029,1025_WSI_ANG_XX
1143,1015_IEO_ANG_LO
4383,1054_ITH_ANG_XX
2319,1029_MTI_HAP_XX
6563,1081_IOM_NEU_XX
4397,1054_ITS_DIS_XX
6993,1086_MTI_SAD_XX
7148,1088_IWW_DIS_XX
2898,1036_IWL_NEU_XX
7428,1091_ITS_ANG_XX
3974,1049_ITH_FEA_XX
5583,1069_IOM_ANG_XX
3342,1041_WSI_FEA_XX
3029,1038_IEO_DIS_LO
2468,1031_IOM_FEA_XX
6628,1082_IEO_SAD_MD
5758,1071_TAI_SAD_XX
5190,1064_MTI_SAD_XX
5198,1064_IWL_FEA_XX
4024,1050_IOM_SAD_XX
2568,1032_MTI_FEA_XX
56,1001_ITH_ANG_XX
1129,1014_TSI_DIS_XX
3537,1044_IWW_HAP_XX
1791,1023_IEO_SAD_MD
6272,1077_DFA_HAP_XX
2213,1028_TIE_HAP_XX
6569,1081_IWW_NEU_XX
6121,1075_TSI_HAP_XX
3318,1041_ITH_FEA_XX
6315,1078_TIE_FEA_XX
1943,1024_TSI_DIS_XX
627,1008_ITH_HAP_XX
5487,1068_IEO_FEA_MD
1909,1024_MTI_HAP_XX
1855,1023_ITS_DIS_XX
4711,1058_ITH_ANG_XX
1513,1019_IWL_ANG_XX
4967,1061_ITS_HAP_XX
2572,1032_IWL_SAD_XX
4012,1050_IEO_FEA_HI
2534,1032_IEO_FEA_LO
3014,1037_WSI_FEA_XX
3347,1042_IEO_HAP_HI
5434,1067_MTI_NEU_XX
2216,1028_TIE_FEA_XX
3432,1043_IEO_SAD_HI
2880,1036_IWW_NEU_XX
3491,1043_ITS_HAP_XX
6959,1086_IEO_ANG_MD
4239,1052_TSI_DIS_XX
3824,1047_TSI_NEU_XX
5529,1068_ITH_HAP_XX
4338,1054_IEO_FEA_LO
7420,1091_DFA_HAP_XX
6444,1079_ITS_ANG_XX
2804,1035_TAI_NEU_XX
6990,1086_TAI_DIS_XX
3998,1049_WSI_FEA_XX
2560,1032_TAI_SAD_XX
3358,1042_IEO_DIS_MD
3254,1040_TSI_FEA_XX
4173,1052_IEO_ANG_HI
917,1012_IOM_DIS_XX
3037,1038_TIE_DIS_XX
2236,1028_MTI_NEU_XX
3831,1047_WSI_HAP_XX
4962,1061_DFA_SAD_XX
1719,1022_IEO_DIS_HI
5110,1063_MTI_FEA_XX
7173,1088_DFA_NEU_XX
2020,1025_TSI_NEU_XX
3743,1046_TSI_HAP_XX
5158,1064_IEO_FEA_LO
538,1007_IWL_NEU_XX
7314,1090_TAI_HAP_XX
6624,1082_IEO_HAP_LO
7326,1090_IWL_HAP_XX
3971,1049_ITH_HAP_XX
572,1007_WSI_FEA_XX
7176,1088_DFA_ANG_XX
5724,1071_IEO_HAP_MD
1289,1016_TSI_HAP_XX
6317,1078_IOM_NEU_XX
5220,1064_TSI_SAD_XX
4209,1052_MTI_DIS_XX
6949,1085_WSI_FEA_XX
5851,1072_IWL_HAP_XX
7146,1088_IWW_ANG_XX
154,1002_TSI_SAD_XX
2472,1031_IWW_SAD_XX
1472,1019_IEO_ANG_MD
4005,1050_IEO_SAD_MD
6083,1075_IWW_DIS_XX
6580,1081_TAI_DIS_XX
7145,1088_IWW_SAD_XX
3972,1049_ITH_SAD_XX
6322,1078_IOM_DIS_XX
7191,1088_WSI_NEU_XX
5107,1063_MTI_HAP_XX
2085,1026_ITH_HAP_XX
2618,1033_IEO_FEA_HI
846,1011_TAI_FEA_XX
1663,1021_MTI_HAP_XX
6709,1083_IEO_SAD_LO
643,1008_ITS_DIS_XX
3160,1039_DFA_FEA_XX
7071,1087_TAI_FEA_XX
5148,1064_IEO_NEU_XX
4655,1057_WSI_DIS_XX
5000,1062_TIE_NEU_XX
6725,1083_TIE_FEA_XX
6313,1078_TIE_SAD_XX
4695,1058_TAI_DIS_XX
2931,1036_WSI_ANG_XX
5494,1068_TIE_SAD_XX
5966,1073_WSI_FEA_XX
6037,1074_ITS_DIS_XX
5285,1065_ITH_ANG_XX
1722,1022_TIE_SAD_XX
2401,1030_MTI_HAP_XX
6676,1082_ITH_HAP_XX
640,1008_ITS_SAD_XX
3326,1041_ITS_NEU_XX
7169,1088_ITH_SAD_XX
4850,1060_IWW_SAD_XX
734,1010_IEO_ANG_MD
3770,1047_TIE_NEU_XX
5209,1064_DFA_ANG_XX
6718,1083_IEO_DIS_LO
6270,1077_ITH_DIS_XX
4346,1054_TIE_SAD_XX
2634,1033_IWW_NEU_XX
1017,1013_MTI_DIS_XX
743,1010_TIE_HAP_XX
3624,1045_TAI_NEU_XX
5277,1065_IWL_HAP_XX
1498,1019_TAI_NEU_XX
4260,1053_IEO_DIS_MD
2154,1027_MTI_NEU_XX
7027,1086_WSI_NEU_XX
1768,1022_ITS_NEU_XX
6286,1077_TSI_ANG_XX
784,1010_DFA_NEU_XX
1804,1023_TIE_SAD_XX
4211,1052_IWL_HAP_XX
3660,1045_TSI_NEU_XX
2910,1036_DFA_NEU_XX
2077,1026_MTI_DIS_XX
6204,1076_TSI_ANG_XX
481,1006_TSI_HAP_XX
6715,1083_IEO_FEA_LO
117,1002_TAI_HAP_XX
2741,1034_ITH_HAP_XX
2899,1036_IWL_HAP_XX
4537,1056_MTI_DIS_XX
5036,1062_ITH_NEU_XX
7220,1089_IOM_HAP_XX
492,1007_IEO_NEU_XX
6088,1075_TAI_FEA_XX
2377,1030_TIE_HAP_XX
242,1003_WSI_SAD_XX
7091,1087_DFA_NEU_XX
6720,1083_IEO_DIS_HI
1639,1021_TIE_HAP_XX
1179,1015_MTI_ANG_XX
2507,1031_ITS_HAP_XX
1710,1022_IEO_SAD_HI
2334,1029_ITH_FEA_XX
6371,1078_WSI_NEU_XX
6360,1078_ITS_HAP_XX
5224,1064_WSI_NEU_XX
6380,1079_IEO_HAP_HI
5711,1070_TSI_HAP_XX
4927,1061_IOM_ANG_XX
2795,1035_IOM_ANG_XX
939,1012_IWL_ANG_XX
7012,1086_DFA_ANG_XX
1478,1019_IEO_DIS_MD
2386,1030_IOM_FEA_XX
6359,1078_ITS_NEU_XX
7402,1091_MTI_HAP_XX
4803,1059_ITS_HAP_XX
4898,1060_WSI_SAD_XX
6022,1074_ITH_SAD_XX
5678,1070_TAI_FEA_XX
4596,1057_IOM_NEU_XX
3774,1047_TIE_FEA_XX
2104,1026_TSI_SAD_XX
7144,1088_IWW_HAP_XX
14,1001_IEO_DIS_LO
1587,1020_IWL_HAP_XX
5754,1071_IWW_FEA_XX
1918,1024_IWL_FEA_XX
150,1002_ITS_FEA_XX
1716,1022_IEO_FEA_HI
4354,1054_IOM_FEA_XX
4881,1060_DFA_ANG_XX
3232,1040_ITH_NEU_XX
50,1001_IWL_ANG_XX
310,1004_ITS_NEU_XX
1426,1018_MTI_FEA_XX
3291,1041_IWW_HAP_XX
464,1006_ITH_SAD_XX
1950,1025_IEO_NEU_XX
25,1001_IOM_SAD_XX
1328,1017_IWW_NEU_XX
5005,1062_TIE_DIS_XX
3797,1047_MTI_ANG_XX
2693,1034_IEO_SAD_MD
6197,1076_ITS_SAD_XX
4893,1060_TSI_ANG_XX
5641,1070_IEO_HAP_LO
4268,1053_IOM_NEU_XX
4727,1058_TSI_HAP_XX
644,1008_TSI_NEU_XX
7175,1088_DFA_SAD_XX
2259,1028_DFA_DIS_XX
6101,1075_IWL_DIS_XX
980,1013_IEO_ANG_MD
4059,1050_DFA_HAP_XX
1039,1013_ITS_ANG_XX
3706,1046_TAI_NEU_XX
1970,1025_TIE_FEA_XX
1936,1024_ITS_FEA_XX
4787,1059_IWL_ANG_XX
3300,1041_TAI_FEA_XX
6953,1086_IEO_HAP_MD
2688,1034_IEO_NEU_XX
4359,1054_IWW_ANG_XX
933,1012_MTI_ANG_XX
1786,1023_IEO_NEU_XX
6188,1076_ITH_FEA_XX
249,1004_IEO_HAP_HI
4742,1059_IEO_SAD_LO
2920,1036_ITS_FEA_XX
168,1003_IEO_SAD_LO
2228,1028_IWW_FEA_XX
6703,1082_WSI_FEA_XX
2963,1037_IWW_HAP_XX
5705,1070_ITS_HAP_XX
7039,1087_IEO_SAD_HI
2588,1032_ITS_NEU_XX
6398,1079_TIE_DIS_XX
2279,1029_IEO_HAP_LO
5147,1063_WSI_DIS_XX
1858,1023_TSI_SAD_XX
3213,1040_IWW_DIS_XX
3035,1038_TIE_ANG_XX
1509,1019_MTI_DIS_XX
1769,1022_ITS_HAP_XX
6128,1075_WSI_SAD_XX
4432,1055_IOM_NEU_XX
2296,1029_TIE_SAD_XX
1979,1025_IWW_HAP_XX
1045,1013_TSI_ANG_XX
6631,1082_IEO_ANG_MD
3646,1045_ITH_FEA_XX
3278,1041_TIE_NEU_XX
2143,1027_IWW_HAP_XX
571,1007_WSI_ANG_XX
6972,1086_TIE_DIS_XX
1225,1016_IEO_ANG_LO
1041,1013_ITS_DIS_XX
205,1003_MTI_HAP_XX
3988,1049_TSI_NEU_XX
1859,1023_TSI_ANG_XX
5849,1072_MTI_DIS_XX
3799,1047_MTI_DIS_XX
7394,1091_IWW_DIS_XX
1359,1017_DFA_HAP_XX
7344,1090_ITS_HAP_XX
6696,1082_TSI_ANG_XX
3196,1040_TIE_NEU_XX
313,1004_ITS_ANG_XX
1305,1017_IEO_SAD_MD
683,1009_IWW_DIS_XX
1751,1022_IWL_HAP_XX
2809,1035_TAI_DIS_XX
4035,1050_TAI_HAP_XX
4027,1050_IOM_DIS_XX
3980,1049_DFA_FEA_XX
4225,1052_DFA_ANG_XX
4148,1051_ITS_SAD_XX
630,1008_ITH_FEA_XX
3707,1046_TAI_HAP_XX
5302,1065_TSI_SAD_XX
7252,1089_ITH_ANG_XX
5089,1063_IOM_HAP_XX
3929,1049_IEO_FEA_MD
4187,1052_IOM_HAP_XX
3105,1039_IEO_ANG_LO
4753,1059_IEO_DIS_HI
7409,1091_IWL_SAD_XX
1794,1023_IEO_ANG_MD
3838,1048_IEO_HAP_MD
2556,1032_IWW_FEA_XX
6705,1083_IEO_NEU_XX
2524,1032_IEO_NEU_XX
522,1007_IWW_SAD_XX
2733,1034_MTI_DIS_XX
7300,1090_TIE_DIS_XX
357,1005_IWW_HAP_XX
5956,1073_TSI_NEU_XX
3162,1039_ITS_NEU_XX
6777,1083_TSI_SAD_XX
2062,1026_IWW_SAD_XX
5638,1069_WSI_FEA_XX
5391,1066_WSI_ANG_XX
7373,1091_IEO_FEA_HI
1436,1018_ITH_SAD_XX
3736,1046_ITS_NEU_XX
5379,1066_ITS_ANG_XX
375,1005_IWL_HAP_XX
1633,1021_IEO_FEA_MD
7073,1087_MTI_NEU_XX
5056,1062_TSI_SAD_XX
3714,1046_MTI_SAD_XX
3365,1042_TIE_DIS_XX
7054,1087_TIE_DIS_XX
7336,1090_ITH_DIS_XX
6116,1075_ITS_SAD_XX
6020,1074_ITH_NEU_XX
6192,1076_DFA_SAD_XX
1246,1016_IWW_NEU_XX
23,1001_IOM_NEU_XX
3853,1048_TIE_HAP_XX
1741,1022_TAI_ANG_XX
91,1002_IEO_ANG_MD
7272,1089_TSI_DIS_XX
3140,1039_MTI_SAD_XX
7083,1087_IWL_FEA_XX
2357,1029_WSI_ANG_XX
2653,1033_IWL_HAP_XX
3634,1045_MTI_FEA_XX
2847,1035_WSI_HAP_XX
5245,1065_IEO_DIS_HI
1167,1015_IWW_ANG_XX
2555,1032_IWW_ANG_XX
2545,1032_TIE_DIS_XX
4549,1056_ITH_DIS_XX
6611,1081_TSI_NEU_XX
969,1012_WSI_ANG_XX
2006,1025_ITH_FEA_XX
4526,1056_TAI_NEU_XX
5500,1068_IOM_SAD_XX
